objid,ra,dec,method_b_score,method_b_anomaly
12376400000000004588,146.88586580064052,11.056574378349708,-0.033692318207585226,True
12376400000000005431,297.197938564976,20.75464287714412,-0.03251241572396546,True
12376400000000002463,309.19067818509353,0.6860418188977615,-0.03069064413730338,True
12376400000000003848,48.854832140296224,1.900548637866553,-0.030609918797710356,True
12376400000000001327,205.87821882077,30.92144305596576,-0.030560384346906777,True
12376400000000003488,40.959506889190806,-11.826031902499782,-0.029165718465161916,True
12376400000000003570,170.9709819656552,45.7513087256019,-0.028784649982948496,True
12376400000000001348,234.03588113112605,-12.70033099812728,-0.028709055272471584,True
12376400000000003988,156.26632444797323,14.588769107211204,-0.02680414322194724,True
12376400000000005623,296.89630472367674,12.748306336277045,-0.026019400844238483,True
12376400000000003538,185.5181445096973,48.00157385598574,-0.02594535479212956,True
12376400000000000368,149.4573518324432,-29.99239819522497,-0.025389717400542522,True
12376400000000000918,270.21757784022606,60.64754446514539,-0.02534431660238501,True
12376400000000004901,185.5928499841725,6.141260436141531,-0.0247782222582017,True
12376400000000004528,53.18324296371159,-3.207758148428514,-0.024715165924612315,True
12376400000000003748,148.49186653094984,13.587994743657546,-0.024607459342868343,True
12376400000000006263,287.9758100646747,17.55337308556141,-0.023823631500095033,True
12376400000000003418,185.82485117796767,36.42603182802381,-0.022973345396719025,True
12376400000000004668,146.8845961369212,16.368478561306052,-0.021546932364665095,True
12376400000000003541,199.81478828133555,21.580720736993825,-0.021542128467972543,True
12376400000000002359,285.9980153265753,16.28486558121291,-0.02080014709290723,True
12376400000000001138,59.10654549913619,-28.20792262077072,-0.019350281466005703,True
12376400000000002231,288.3722270997904,23.42261354841281,-0.017096961964064517,True
12376400000000002255,298.7757059478796,19.80422888596499,-0.01696776129329336,True
12376400000000000688,246.82308965580563,-4.086048546966733,-0.016622829422303087,True
12376400000000000618,16.136300315772203,-11.981447820311814,-0.015074045117641433,True
12376400000000001418,187.47054404540648,45.24664790618415,-0.014582949705219672,True
12376400000000005775,306.135600107194,7.997441509949837,-0.013422938274244012,True
12376400000000006826,180.49769518595983,43.02995613271701,-0.01145195796119114,True
12376400000000004478,249.6161781680688,43.05211837745215,-0.009068133970690728,True
12376400000000005903,304.62096104406027,6.938202216162026,-0.008270815337538262,True
12376400000000004828,157.13628543098463,-12.27289331323236,-0.007896017063308225,True
12376400000000004098,186.24957109569004,44.7746810327558,-0.007752512496954189,True
12376400000000002848,43.44516346836403,-4.237139329056936,-0.007617886724894385,True
12376400000000003713,117.37432719018835,26.24486467882793,-0.007578099026000373,True
12376400000000003239,293.69274467906746,12.201372962905705,-0.00735937494081651,True
12376400000000004338,171.96727583353777,45.20020849792657,-0.00707538696876342,True
12376400000000001439,309.0069054724722,8.386384837212859,-0.006757800982603923,True
12376400000000000990,353.01920297330514,-3.0109418228828133,-0.006134204892983108,True
12376400000000004818,182.28349881292007,37.74084160550305,-0.005872104929987798,True
12376400000000003039,298.83904499374324,17.504852515370935,-0.0056493047311445554,True
12376400000000001918,249.08308142971592,36.376039326587694,-0.005052647033708002,True
12376400000000004809,129.86902045807216,20.87673986236573,-0.003612595701045107,True
12376400000000000928,211.19577332129444,40.31154850227861,-0.003421130801300354,True
12376400000000006791,305.5417127020651,8.297387064651945,-0.0031478599978799204,True
12376400000000000010,277.67543157602853,-27.92480506405985,-0.0030776722209739926,True
12376400000000003658,182.117430924754,44.78496654331052,-0.002629919979300732,True
12376400000000002863,294.4508222069445,11.800969387571271,-0.002481321625381838,True
12376400000000004598,253.15759025228888,37.93132782275645,-0.0018897406477816903,True
12376400000000001338,218.9911592144199,67.58732033955954,-0.0012705553124566782,True
12376400000000003808,41.15528920656444,-11.569368505312829,-0.0011199680495810327,True
12376400000000004198,243.8560259957249,44.71841830143168,-0.0010491142054749325,True
12376400000000004328,57.93988341142239,-0.3710598681528623,-0.0006857144876840637,True
12376400000000001091,118.11763466337835,19.24140284117649,-0.00036911747454493327,True
12376400000000000778,330.20563232024,43.95812913604772,-0.00036731125771938267,True
12376400000000006823,302.04234915467043,12.566021086028265,-0.00015121917738070145,True
12376400000000006607,297.91729004243274,22.246399894517587,-0.00011744545456082722,True
12376400000000003567,292.7500129137768,13.808191242445275,0.0002740393939751895,False
12376400000000003518,257.44904720223894,48.34580619413808,0.000784135066538405,False
12376400000000003768,41.69629510087869,-14.050361840312352,0.0015784968108408792,False
12376400000000005671,313.1960070670635,3.381625034210515,0.0016294738131036324,False
12376400000000004607,304.19106013150736,7.033853326107785,0.0019118271322053904,False
12376400000000006365,192.2083878402665,14.152845866527526,0.002090442947636162,False
12376400000000000538,281.6687402621224,52.92120414825709,0.002128518151299774,False
12376400000000003878,243.83995458641496,46.73773964746149,0.0037409829649630577,False
12376400000000001936,49.02954434486252,-5.950678444038678,0.0038261581139232836,False
12376400000000000238,23.52186118721108,-3.473103335576284,0.00419668656379113,False
12376400000000004918,251.4182228419137,31.82925861482466,0.004217621752583556,False
12376400000000003917,213.5057699740762,5.514801723233182,0.004682434671670288,False
12376400000000004481,124.69144177120484,20.61039991407059,0.005127074027975742,False
12376400000000002127,298.35876061443633,0.3627680219494209,0.005874776574821494,False
12376400000000000191,194.9795093516684,-4.449107372586042,0.006238433162482626,False
12376400000000001472,54.63127266221156,1.2890577085649682,0.006693589367397279,False
12376400000000001498,181.0848524153,42.31912751704149,0.007835271837008051,False
12376400000000006390,248.17549253732096,39.9705116083064,0.008226124186321848,False
12376400000000001415,312.6822655366746,9.16369554090161,0.008719586436570226,False
12376400000000006766,246.63054523532267,35.18195223648891,0.01008305014396882,False
12376400000000002446,253.3708424389164,34.10487544579982,0.010115374126138832,False
12376400000000000558,43.74984264920013,10.090371989066732,0.010170758868212282,False
12376400000000004448,40.24509735397201,-10.09222704316111,0.010342780761504189,False
12376400000000004678,248.1750308583519,34.505925182009506,0.010356697123387049,False
12376400000000002031,287.73449695057934,16.90161069088791,0.0106253938223001,False
12376400000000005143,289.9749518857479,14.93470731981073,0.012072248943907016,False
12376400000000003998,248.0245430570187,43.86471635747339,0.012262759060008621,False
12376400000000006817,129.68723151278004,23.7030527338532,0.012588944302639793,False
12376400000000004768,48.03631969272153,-12.86588991577868,0.013023775083397249,False
12376400000000004728,43.7953364567772,-8.732147547999787,0.013442175217889818,False
12376400000000003118,250.4613540249128,36.59097297996658,0.013610233880803069,False
12376400000000004248,44.89178703046802,-11.794565833688218,0.013700188664272472,False
12376400000000003908,159.10959084721307,-12.36065783303819,0.014132300301588185,False
12376400000000006031,301.00458214144294,10.187857724305347,0.014210313048520051,False
12376400000000001386,177.5391382102754,54.2642128723,0.014367888716008359,False
12376400000000003318,251.38136217661275,32.86629978076387,0.014399538449622384,False
12376400000000000378,213.9567003763376,-24.894288644690683,0.014505984624488377,False
12376400000000000858,184.1855638950896,14.149023907009742,0.014634837597898742,False
12376400000000004398,250.34251684442955,44.80000313310622,0.014643954304001117,False
12376400000000004358,247.08782362970936,31.07698169488239,0.015025739864778953,False
12376400000000000530,291.4082608228088,14.113482130332912,0.015247105522594784,False
12376400000000003688,43.439119652311405,3.726339505823418,0.01547402303810097,False
12376400000000001028,259.4599305163153,-18.042122816312595,0.015567368347940591,False
12376400000000003628,148.4293978804816,-0.407060698355167,0.015837327474435448,False
12376400000000003788,141.66306372625007,-2.201526382641511,0.015880459214183906,False
12376400000000003830,249.57868016613685,34.13277302825501,0.01670944867301649,False
12376400000000004208,59.86932104318933,-5.8888675315512895,0.016978710578928857,False
12376400000000003948,156.32370186580167,8.7181550572692,0.017350320699546562,False
12376400000000001959,309.39575909884616,7.794246022762312,0.017458588999694102,False
12376400000000004618,177.87433760102394,45.93775632462726,0.017525301865238374,False
12376400000000004508,163.31562085773407,-9.637288385678678,0.017895609097786647,False
12376400000000005030,258.6006115960241,34.57956342522612,0.018542008814632305,False
12376400000000003458,172.57752742689755,50.320706420010985,0.01962558098685374,False
12376400000000005151,314.4742586604059,6.812243107969097,0.020066649322001417,False
12376400000000002775,309.03599413827214,1.0350685704216112,0.02030550753424354,False
12376400000000004888,58.01661574180496,4.376642260532574,0.020792378427397784,False
12376400000000006490,187.1856440891393,47.46630918852834,0.02111576562442008,False
12376400000000004568,49.77614834545571,-11.258092386061268,0.021141948878602324,False
12376400000000003548,156.4824911943946,4.146206894169193,0.021417600731941766,False
12376400000000000938,276.33778340815223,-24.619015715889567,0.021434942203673812,False
12376400000000001018,29.14829775979629,64.49026807189821,0.021688685482865955,False
12376400000000005063,308.4210124242246,0.7474303676527825,0.022313091568294086,False
12376400000000002391,295.07966574424165,23.65500988485551,0.02235303214337736,False
12376400000000004868,137.19418182200812,-0.6570429953551837,0.022797006219575144,False
12376400000000000448,207.5602303613297,51.34523085438002,0.02303087639902368,False
12376400000000004378,182.5234065620419,45.780201614367016,0.023834347235324183,False
12376400000000004247,292.28940499221073,11.230816587801154,0.02384887926219481,False
12376400000000004758,241.53571255986608,38.2182681081943,0.02398515146112057,False
12376400000000000348,98.228809044639,8.428381453034746,0.024150615288647148,False
12376400000000003828,143.38461923348555,16.189919754430374,0.024587863022405787,False
12376400000000004118,254.3664651071576,39.98640100911448,0.02494343629520368,False
12376400000000001335,79.69135193947186,-24.83125147267799,0.02595727095906053,False
12376400000000004731,-6.980883814115342,-3.5370833342731327,0.026024936418103883,False
12376400000000001618,173.20235823502566,43.35723679008895,0.02643659039149182,False
12376400000000001951,287.88055717894247,17.616070068370025,0.026493309889826344,False
12376400000000002135,292.9206702669583,14.322078071755737,0.027322751925216715,False
12376400000000004578,182.8054875723269,48.478391955063145,0.02753746543153579,False
12376400000000001383,307.8923757272097,-4.404009231637364,0.02754148924849209,False
12376400000000005166,259.1209510616834,38.1187749678402,0.02774096503408552,False
12376400000000002032,40.558999419577496,-3.038193800936316,0.02809764169641127,False
12376400000000002498,186.93128639991903,43.05785839712797,0.02862623300740319,False
12376400000000006689,124.43304721341778,24.763398603613137,0.028713319693569606,False
12376400000000003638,259.8229416054202,39.2313625675456,0.028859809229804023,False
12376400000000005901,209.4685569242678,22.375974937850888,0.029410378091430878,False
12376400000000004108,136.8487359707474,4.75017314119626,0.029484069059638518,False
12376400000000003868,146.62995763895492,-9.950497884508495,0.029541688655593035,False
12376400000000002207,298.82988922857527,18.96396138933414,0.02977880727985527,False
12376400000000004308,145.28674899981132,-9.95187312903052,0.030622339276729416,False
12376400000000004497,118.32506021219903,27.74912079456956,0.030828689027980194,False
12376400000000003240,40.02564587613573,-9.482649841988414,0.030836160454821293,False
12376400000000002158,244.28309525009533,30.724176717843807,0.030871183666204782,False
12376400000000003314,179.02295521846986,35.3554935637361,0.031086598187860415,False
12376400000000001668,154.88920060292517,-8.996410449932736,0.031186176424255696,False
12376400000000003508,137.18464181519363,8.949423617103129,0.0312153013068458,False
12376400000000003708,139.33355762240507,-7.47576659235988,0.03144340244350019,False
12376400000000002483,9.107817401172522,-8.330346307455086,0.031543686011131,False
12376400000000004240,56.49242758642694,-4.04581909407861,0.0316829352039264,False
12376400000000002203,7.975162591136137,-9.390304859817531,0.03178813369570088,False
12376400000000003453,209.17099781399472,12.452339377882902,0.0320576068030235,False
12376400000000002098,174.305099076435,41.68826135106651,0.03216708298573867,False
12376400000000000248,249.1151827839816,18.50350058118276,0.03227513855105102,False
12376400000000004698,183.47974091932505,35.181674166573345,0.03229985356208276,False
12376400000000000748,331.5220731616529,17.640436079288662,0.03273371391734692,False
12376400000000001538,189.8343349767361,50.71687424642244,0.03276672063018482,False
12376400000000004298,183.28405549322645,47.24638399059836,0.03302422620026246,False
12376400000000000318,211.22214969092235,4.01764847133385,0.03317074027980882,False
12376400000000005743,306.86347869497314,13.73849998470973,0.03319182467297932,False
12376400000000004738,172.44500948335013,52.40307615433525,0.033342633226384755,False
12376400000000002292,143.8285398717682,14.044752183693376,0.033581664498644415,False
12376400000000003718,250.0531310640825,45.66241335868942,0.03373450404415246,False
12376400000000000568,110.74014678666572,50.34325913926658,0.03379278224252713,False
12376400000000002885,190.9676973786796,11.529162238856646,0.03397503103696442,False
12376400000000002228,153.13719308691867,-4.263353534735497,0.034031816714081065,False
12376400000000003898,184.2135301913754,37.74301108034084,0.034147331895373445,False
12376400000000004408,43.56710882769709,-4.532823571192903,0.03419824395351412,False
12376400000000004730,183.78180341794,49.26728867018571,0.03461121386258992,False
12376400000000003938,183.50352086036224,46.61134890736824,0.03479592129853892,False
12376400000000004048,41.02452936822381,-0.7586379878384104,0.03517768112245889,False
12376400000000000528,102.08837492613917,-6.806150741639346,0.03588496939046126,False
12376400000000002302,245.1723816432168,47.27111335771743,0.0360156364268166,False
12376400000000002709,199.3243403383341,15.75944668150514,0.03614560218774121,False
12376400000000005767,297.9132374760745,17.240507260494862,0.0374356274170522,False
12376400000000000418,115.38897240354714,-8.809975060888537,0.03778281660691385,False
12376400000000004938,188.8197377581357,39.11326307631185,0.03827249736584337,False
12376400000000001298,194.28663363813664,6.011065745768256,0.0386275805035462,False
12376400000000005922,179.66123296146336,53.331525947182726,0.03867125126132809,False
12376400000000005266,179.17491637814084,42.24654576072504,0.03867627339131152,False
12376400000000003728,50.18318598086711,3.7262412654539183,0.03907741313158408,False
12376400000000003648,50.76747780619779,-6.741119760765482,0.03946834625382667,False
12376400000000000588,80.1462717472714,15.97145904779871,0.039741942518699114,False
12376400000000003089,118.64190775338446,24.73747662168148,0.039925697745226474,False
12376400000000001158,207.1379719105045,41.464386526114055,0.039964491669465696,False
12376400000000004628,155.26808846316993,14.215356865102258,0.04009623516019145,False
12376400000000003478,256.71569525305694,30.498321159659213,0.04036386608628795,False
12376400000000000499,343.3718608411136,34.55244230272476,0.040469849979076655,False
12376400000000006743,309.8371769189308,15.366816828205508,0.0414584488978712,False
12376400000000002693,201.06820241880507,24.26244460938341,0.041834776288940834,False
12376400000000000358,256.90049405925095,-11.04948748567282,0.04192774753800654,False
12376400000000006727,300.6995018149656,15.237216324442665,0.04226375891639833,False
12376400000000002671,306.41161788509925,6.369662143831315,0.042575010264624846,False
12376400000000000428,294.632669240914,57.44142685987583,0.04263298860869824,False
12376400000000002655,313.87401336794176,24.742510934102096,0.04284756471770412,False
12376400000000000208,39.926324588802885,50.79719992231219,0.04354879129855238,False
12376400000000004340,147.712372226673,-2.704744270184282,0.04366409254412895,False
12376400000000002492,136.9142691268398,12.507861306407907,0.0439987530375886,False
12376400000000004268,163.26599035904263,-11.278667056150413,0.04411120638642807,False
12376400000000004608,54.33765230387279,-7.449597278941495,0.044400763571664115,False
12376400000000000818,310.7603813617289,66.14645619018407,0.04486146345326103,False
12376400000000003125,190.1763564450674,26.157654000105783,0.045675817790104656,False
12376400000000003058,173.96528259166254,39.96053319383817,0.046428765824652274,False
12376400000000005327,298.7840399455317,9.792750582200028,0.04667122164212323,False
12376400000000001617,111.4647787535012,26.369946310254395,0.046937629767537015,False
12376400000000003238,250.30945641925456,36.55802484598888,0.04701410139171924,False
12376400000000002078,246.73125782254093,30.80661573525084,0.04717040725545374,False
12376400000000004122,177.3604915247786,40.29071339291073,0.04718931999416731,False
12376400000000002402,185.26566842960864,45.48749885087789,0.047414666406303874,False
12376400000000003918,242.4007645197456,32.05230742608866,0.04776587682209166,False
12376400000000002316,162.32706311483588,-2.706536610754412,0.047806687461794395,False
12376400000000004138,189.8499871626429,45.85585367145678,0.047896449688184295,False
12376400000000004078,255.2058144537554,41.582037524721,0.04805322249032862,False
12376400000000005399,307.4300489377316,13.535239096932337,0.048128744145664704,False
12376400000000002385,115.10218838307672,23.65484470325562,0.048616754267977846,False
12376400000000001518,240.56495918698755,30.54354814299296,0.04866719463136571,False
12376400000000000328,87.33461950325305,-4.453854573373345,0.048823124794239,False
12376400000000001511,313.0178147133389,17.004220092809767,0.04953441211692944,False
12376400000000003798,255.46575181149984,33.59544291235645,0.04971389228707923,False
12376400000000004148,140.6534336301959,6.745978449285783,0.04981747181894636,False
12376400000000004178,182.98608948957664,44.93940170697872,0.05016045397079438,False
12376400000000004290,171.4108731373462,54.62190412419644,0.050291109154541824,False
12376400000000005155,-5.6834391969905145,5.101881288127297,0.050468305169319216,False
12376400000000001495,313.23870339868364,15.363138921312636,0.05148012959554249,False
12376400000000002787,7.349870307591367,9.86720176882912,0.05217286328085036,False
12376400000000004008,51.31754599432551,-1.5669406413675002,0.05255529591045749,False
12376400000000000460,315.50526081331685,45.05524650031673,0.05257966054485341,False
12376400000000004218,170.43676226058895,37.94196090709115,0.0526258919732302,False
12376400000000004128,46.30831029572944,2.8992467690554378,0.05295245609784849,False
12376400000000004919,313.1154322110101,24.534153872860173,0.053139437814360035,False
12376400000000002488,57.58455814270192,-10.893039368333271,0.05319784100217406,False
12376400000000002161,115.81467383737964,25.986510866542066,0.05403641170971252,False
12376400000000005374,257.2000778552391,45.00816106120625,0.054576750890117154,False
12376400000000000429,130.7253143728279,3.46553804082032,0.054982142308747095,False
12376400000000002568,54.41772203602997,-6.929500820822717,0.05529951743429762,False
12376400000000001248,106.66435798771812,20.10466660824857,0.055580677970563985,False
12376400000000005492,156.02189602382862,14.08730211751849,0.05573379496180053,False
12376400000000000598,287.4306484049592,39.00249493697285,0.05593156072749428,False
12376400000000002338,189.9384497818692,42.53978574538636,0.05593464314409835,False
12376400000000004599,295.5908248007086,19.6341499209749,0.05629139724986987,False
12376400000000004878,259.7582284421468,31.71533470348311,0.05642382847192118,False
12376400000000005753,111.60390924303069,32.074955518984325,0.05648177215274708,False
12376400000000002320,50.89773845130742,-10.40689235736205,0.05768676720094057,False
12376400000000000388,120.6138262847965,20.412924225073496,0.05814875121723606,False
12376400000000001370,178.6599146488479,52.532700209301495,0.05850928940710687,False
12376400000000003468,140.65036609598357,-2.467106987898271,0.05856052816801949,False
12376400000000003928,43.24873460902364,-9.259897438650796,0.05857061536814434,False
12376400000000000258,30.46579070928683,35.7933914757362,0.05862616613621219,False
12376400000000000648,143.8058587597004,-22.803616131403945,0.05876201784869961,False
12376400000000004388,160.43793507374775,-12.423778960427349,0.05887517261644315,False
12376400000000005504,53.493985888341896,-13.054759296071786,0.059157661771885306,False
12376400000000003525,213.082159676122,17.605051735262556,0.06005176211270025,False
12376400000000005750,256.9670424083806,31.241287416838787,0.060598767359867356,False
12376400000000004288,56.22171964995502,-3.3528886814072774,0.061375155248421964,False
12376400000000002081,122.8825409865848,38.73217408672853,0.061527550171467715,False
12376400000000000509,272.1142971271536,-4.912172032597745,0.06174739792546835,False
12376400000000005377,117.36404333907656,23.27418689706129,0.061970118970097965,False
12376400000000003818,170.21930550540637,40.74598903803072,0.06238672727744177,False
12376400000000001548,159.40773373559065,10.8958185330605,0.0627684246439052,False
12376400000000001868,159.94524442483902,-6.156202498678317,0.06287967104935532,False
12376400000000000298,247.57170690186152,27.132383430246435,0.06318349985475225,False
12376400000000002779,-9.967215977183512,0.5099542601966274,0.06323475904619758,False
12376400000000001884,145.0657398398912,10.676205279326606,0.06325904257332071,False
12376400000000004567,314.18278250543244,23.806801581671813,0.0633583049580656,False
12376400000000003978,183.3300391686954,38.33438625220043,0.06353463894196543,False
12376400000000006671,301.94718170191663,10.752533527644712,0.06362127901712322,False
12376400000000002938,185.93255460389776,53.05716702009276,0.06363815851335453,False
12376400000000004648,47.38708343431896,-6.321090583887543,0.06391711696094093,False
12376400000000003627,-0.1418909001319779,7.589412239188505,0.06400109197274728,False
12376400000000003934,253.6577120339444,45.6915337976601,0.06404195043434818,False
12376400000000002248,50.007157753617626,0.4579501571458735,0.06440514562060018,False
12376400000000002308,162.71034594529056,-5.145087523889502,0.06459259758047636,False
12376400000000004318,248.9512270941135,34.48501146943922,0.06469461747411509,False
12376400000000005900,135.083471847733,4.431544084510687,0.06482650109481164,False
12376400000000004527,287.32419098484473,23.87342639644255,0.06502481135549965,False
12376400000000003231,287.1357856220343,17.561768130323184,0.06517864844034743,False
12376400000000003233,126.70782406238744,38.80937421936302,0.06542069297163067,False
12376400000000000508,117.16014880338292,58.91490549675496,0.06555946984935429,False
12376400000000004708,157.25587558419292,-10.495659605152454,0.06614469959138347,False
12376400000000003888,58.26169102038231,-14.368324580205126,0.0662815319398315,False
12376400000000004709,195.39527158410297,13.157343060517032,0.06675744068595407,False
12376400000000002803,-3.798854008221624,5.416564013289873,0.0667822297413368,False
12376400000000002669,195.3084678551252,33.149147944870066,0.0671076558034795,False
12376400000000000338,42.312604141347926,26.24348734203044,0.06718861002247034,False
12376400000000006583,310.5860865442684,4.475121953369202,0.06719723275654976,False
12376400000000002505,127.36194565686836,20.159434499374424,0.06734475036195814,False
12376400000000003568,51.99062828955773,-3.924662375808188,0.06743547730662841,False
12376400000000006127,300.0191664129465,-0.4385026407498458,0.06801792169571724,False
12376400000000004188,162.6016701563829,-7.435618229535866,0.06802131787335497,False
12376400000000006128,57.58309114839204,-6.957582537647928,0.06802761676741387,False
12376400000000004696,43.689097928272965,-11.361031337040949,0.06808712363687258,False
12376400000000000268,53.6322000377739,39.52221038096837,0.06813669676702705,False
12376400000000000218,120.33132862775552,-15.111680171121264,0.06817379446012906,False
12376400000000003528,54.65737024699207,-11.53838317100461,0.06858828769705322,False
12376400000000003530,170.19796247848194,49.95428275759761,0.06963341892553976,False
12376400000000004258,174.66215098026504,48.0697408777353,0.06963371154077913,False
12376400000000005741,186.5642185666056,12.995526525374508,0.06971504969898185,False
12376400000000004468,149.86794600710454,1.9880677971631189,0.0699708486616995,False
12376400000000003491,-9.247060444939894,9.479795631730456,0.07005924585735512,False
12376400000000004838,252.8967829678561,49.62548259049758,0.07017583553656775,False
12376400000000000468,37.573368265778136,24.41543768955266,0.07019076836878146,False
12376400000000004658,183.98609049950431,38.53214501630285,0.07027740305491559,False
12376400000000003778,187.43362306993336,38.5324185163831,0.07063690301594538,False
12376400000000003515,5.978434988032916,-7.733198711848312,0.07064781748074112,False
12376400000000001513,116.0688625353582,38.6939472706148,0.07066060829407972,False
12376400000000004908,157.05307793251367,-5.296531212611348,0.07128235868760296,False
12376400000000000288,199.177079279622,41.503246690837614,0.07134470954452266,False
12376400000000003790,241.26215003121897,35.60249202955029,0.07196539891417814,False
12376400000000006783,304.8498183698235,7.524956567901755,0.07208581938521236,False
12376400000000003079,290.8964217291192,14.938199862570098,0.07211768481998465,False
12376400000000001783,296.9721843078531,-0.5120536107055997,0.07233929511916792,False
12376400000000001930,188.68581591498324,48.14627548090474,0.07244957473079161,False
12376400000000002701,192.93644745477064,19.179614413456,0.07249508755132072,False
12376400000000004928,44.33549782509882,3.8684517051324327,0.07253722748800001,False
12376400000000005863,307.5825477920207,4.217687581562391,0.07304544580611333,False
12376400000000006659,-6.173481228628999,1.3051948380694114,0.07309206159738912,False
12376400000000000138,269.76321407472795,40.52301115139144,0.07319315720704173,False
12376400000000004158,253.4333736124928,38.17901348319894,0.07326915296298075,False
12376400000000005252,161.5845420420748,0.7475401562426764,0.07340786738964333,False
12376400000000005967,302.83658903159613,1.0829048496445424,0.07350425448475623,False
12376400000000001274,279.56107944911827,-29.85666988985631,0.07500490241451313,False
12376400000000005345,116.02364560110745,25.889988906516813,0.0752438157265603,False
12376400000000006271,310.72546272592103,9.937333927620417,0.07578651242791562,False
12376400000000002998,243.27447089226573,35.71306046942243,0.07578707002597423,False
12376400000000002254,254.4063153965025,33.01391785585668,0.0760064198204462,False
12376400000000005111,299.0422690527581,11.224211232184013,0.07640464095500538,False
12376400000000002678,246.8628206178853,34.42777028223446,0.07669775987286914,False
12376400000000005180,149.189991141046,16.11929030743685,0.07691881070313483,False
12376400000000005382,257.6368866117813,40.49632772617667,0.07725529366167261,False
12376400000000000478,334.01627492903003,54.27915278876942,0.07725886665467646,False
12376400000000000548,161.54467926921404,-1.6462287912061235,0.07749542707919971,False
12376400000000004960,58.595365451479616,-6.097507543567808,0.07759844841241492,False
12376400000000005702,243.974862408626,35.89153853404082,0.07790628391090154,False
12376400000000000228,152.57189212903,24.17427669021565,0.07791458612759239,False
12376400000000000438,59.619989692734656,68.35753671025876,0.0783663452148411,False
12376400000000003471,303.7127369149356,-3.2042890415031096,0.07882229993585571,False
12376400000000005299,-2.539486215878455,6.673145106990447,0.07935828273817663,False
12376400000000003958,246.2990416341305,40.78147414204497,0.0799888544620106,False
12376400000000003598,243.17192513529977,30.00030512151926,0.0805766072794421,False
12376400000000006107,0.9958577755784715,1.3792658546883168,0.08065702394571606,False
12376400000000000389,104.83683171254928,63.69755104272551,0.08071359570233133,False
12376400000000006159,313.8348136062299,17.130079976648645,0.08076164352097054,False
12376400000000001516,160.25824352187564,10.57844007341199,0.08078329231932407,False
12376400000000004428,154.71652336731665,9.984518480680112,0.08128243017692705,False
12376400000000003758,253.8860972557702,36.621328549035525,0.08139047144187594,False
12376400000000003608,59.338917830330026,1.5654493380001495,0.08154697059050858,False
12376400000000001048,203.5001680811669,24.57920793324812,0.08165742578051488,False
12376400000000001863,301.1994543158096,10.444722753833917,0.0820656833225687,False
12376400000000001825,120.9581351858419,36.3381781122792,0.08219703810177503,False
12376400000000005383,314.5330862563185,1.1062513569313328,0.08250134486529248,False
12376400000000003990,242.4682140279485,43.54885284174066,0.08280621219818435,False
12376400000000005749,195.855874891884,34.21014136082209,0.08287059586360662,False
