objid,anomaly_score,is_anomaly,ra,dec
12376400000000000608,-0.13553613723881697,True,255.6968847259849,-1.374775922192569
12376400000000000518,-0.11968167631009541,True,5.512226753874656,-3.646162877822519
12376400000000003407,-0.11382576725594074,True,285.3823498120183,21.19307200137963
12376400000000006055,-0.10103119255910464,True,295.03243689758216,13.002510767864187
12376400000000002823,-0.09768107114145452,True,294.3566673136602,13.113178573498484
12376400000000004438,-0.09075434756912759,True,251.19597937407764,49.40753890235585
12376400000000004558,-0.08986786312025297,True,257.97301395902025,48.69134804858275
12376400000000001679,-0.08911724848242619,True,307.0097287492472,15.204538450489544
12376400000000004539,-0.0860520477501937,True,8.582524529030444,-0.8900950707713626
12376400000000002551,-0.08554293962924209,True,288.38896872447106,-3.628021461028695
12376400000000002817,-0.08520080250442719,True,110.8019470680786,31.837006426138075
12376400000000003968,-0.08494094568771038,True,59.806693950570974,-13.538838889018216
12376400000000002711,-0.08295196566894314,True,287.92988918998753,17.897527666750285
12376400000000004018,-0.07899955558291649,True,185.3462147716908,43.82689322218837
12376400000000001375,-0.07881519162607464,True,297.85737115636664,17.755705482833793
12376400000000000250,-0.07756284018365511,True,77.32056343549964,-2.7336359253098266
12376400000000004088,-0.07708140377027495,True,41.46667706922358,-2.408394174088324
12376400000000003558,-0.06878512968683392,True,248.9665801440736,45.53396433469049
12376400000000005655,-0.0670085063284438,True,302.13737209568103,10.184243988626337
12376400000000004348,-0.06682261481923035,True,164.8938342669743,-6.622771033370228
12376400000000003127,-0.06662715307445966,True,298.3821201573336,16.77894195746701
12376400000000003738,-0.06355931289228944,True,183.70210346061788,51.39148527044371
12376400000000005887,-0.060624470578330314,True,301.74536649202435,13.925523455074831
12376400000000003431,-0.060560017823378165,True,293.8830141726602,13.052236250114229
12376400000000006143,-0.0529762874933285,True,301.490723335586,14.504355074571698
12376400000000004898,-0.05265607686189466,True,188.91681967331908,47.45322315076153
12376400000000004808,-0.051216158501414366,True,50.403648420204505,-4.853898728652533
12376400000000001943,-0.04973317746012218,True,287.9894757100911,15.194779102897634
12376400000000003678,-0.048755767812519446,True,247.77629006926807,30.19032066359046
12376400000000003988,-0.04482373359067027,True,156.26632444797323,14.588769107211204
12376400000000000308,-0.04440503791296291,True,282.4066479659726,38.88627728597668
12376400000000006695,-0.042294413617236515,True,297.6942528499486,21.495031817825705
12376400000000004588,-0.04095547901797436,True,146.88586580064052,11.056574378349708
12376400000000004238,-0.03923056565020078,True,259.99724691398166,35.957956085956894
12376400000000005879,-0.03917805563913557,True,285.23922092164213,17.226541080750575
12376400000000002463,-0.038087376595101974,True,309.19067818509353,0.6860418188977615
12376400000000005431,-0.03596519745155402,True,297.197938564976,20.75464287714412
12376400000000001327,-0.03343670264191556,True,205.87821882077,30.92144305596576
12376400000000002631,-0.03343538889448561,True,285.90078422367765,22.7856251761116
12376400000000003541,-0.03218678225992633,True,199.81478828133555,21.580720736993825
12376400000000001348,-0.03172642511020074,True,234.03588113112605,-12.70033099812728
12376400000000001348,-0.03172642511020074,True,136.35363281248846,-9.566984259388182
12376400000000001348,-0.03172642511020074,True,234.03588113112605,-12.70033099812728
12376400000000001348,-0.03172642511020074,True,136.35363281248846,-9.566984259388182
12376400000000003538,-0.031658122164685554,True,185.5181445096973,48.00157385598574
12376400000000003578,-0.03149799236113204,True,182.5339956935364,40.53981128609936
12376400000000000368,-0.03123231294306772,True,149.4573518324432,-29.99239819522497
12376400000000000010,-0.03106554159286623,True,277.67543157602853,-27.92480506405985
12376400000000003748,-0.029629400976172504,True,148.49186653094984,13.587994743657546
12376400000000006263,-0.029120581249528432,True,287.9758100646747,17.55337308556141
12376400000000003848,-0.02806486056482438,True,48.854832140296224,1.900548637866553
12376400000000004368,-0.025796217237260888,True,55.28685037827094,-8.716587641361457
12376400000000000618,-0.025545083446564587,True,16.136300315772203,-11.981447820311814
12376400000000003418,-0.024373672923060585,True,185.82485117796767,36.42603182802381
12376400000000004901,-0.02426666965511004,True,185.5928499841725,6.141260436141531
12376400000000003570,-0.023179038794056805,True,170.9709819656552,45.7513087256019
12376400000000004668,-0.023097690569035878,True,146.8845961369212,16.368478561306052
12376400000000005623,-0.02289466883926705,True,296.89630472367674,12.748306336277045
12376400000000003713,-0.022511527019132838,True,117.37432719018835,26.24486467882793
12376400000000003488,-0.02146341122953377,True,40.959506889190806,-11.826031902499782
12376400000000000688,-0.020106138401761564,True,246.82308965580563,-4.086048546966733
12376400000000002231,-0.02002142183011435,True,288.3722270997904,23.42261354841281
12376400000000002359,-0.018432816718489953,True,285.9980153265753,16.28486558121291
12376400000000001138,-0.016845377678567974,True,59.10654549913619,-28.20792262077072
12376400000000000918,-0.016283699788488315,True,270.21757784022606,60.64754446514539
12376400000000003239,-0.014416122461526681,True,293.69274467906746,12.201372962905705
12376400000000004828,-0.014265216398762104,True,157.13628543098463,-12.27289331323236
12376400000000006826,-0.013727521988769031,True,180.49769518595983,43.02995613271701
12376400000000004818,-0.012534141614317984,True,182.28349881292007,37.74084160550305
12376400000000004478,-0.011733547202417371,True,249.6161781680688,43.05211837745215
12376400000000004528,-0.011663992652999222,True,53.18324296371159,-3.207758148428514
12376400000000004098,-0.011379761472380845,True,186.24957109569004,44.7746810327558
12376400000000002848,-0.011286618634122392,True,43.44516346836403,-4.237139329056936
12376400000000001439,-0.01064796392698164,True,309.0069054724722,8.386384837212859
12376400000000001418,-0.010228934471638751,True,187.47054404540648,45.24664790618415
12376400000000003658,-0.009732252420721621,True,182.117430924754,44.78496654331052
12376400000000002255,-0.00854653181152587,True,298.7757059478796,19.80422888596499
